,year,category,winner,entity,award
1015,1980,ACTRESS,False,Goldie Hawn,academy_award
1016,1980,ACTRESS,False,Mary Tyler Moore,academy_award
1017,1980,ACTRESS,False,Gena Rowlands,academy_award
1018,1980,ACTRESS,True,Sissy Spacek,academy_award
1019,1981,ACTRESS,True,Katharine Hepburn,academy_award
1020,1981,ACTRESS,False,Diane Keaton,academy_award
1021,1981,ACTRESS,False,Marsha Mason,academy_award
1022,1981,ACTRESS,False,Susan Sarandon,academy_award
1023,1981,ACTRESS,False,Meryl Streep,academy_award
1024,1982,ACTRESS,False,Julie Andrews,academy_award
1025,1982,ACTRESS,False,Jessica Lange,academy_award
1026,1982,ACTRESS,False,Sissy Spacek,academy_award
1027,1982,ACTRESS,True,Meryl Streep,academy_award
1028,1982,ACTRESS,False,Debra Winger,academy_award
1029,1983,ACTRESS,False,Jane Alexander,academy_award
1030,1983,ACTRESS,True,Shirley MacLaine,academy_award
1031,1983,ACTRESS,False,Meryl Streep,academy_award
1032,1983,ACTRESS,False,Julie Walters,academy_award
1033,1983,ACTRESS,False,Debra Winger,academy_award
1034,1984,ACTRESS,False,Judy Davis,academy_award
1035,1984,ACTRESS,True,Sally Field,academy_award
1036,1984,ACTRESS,False,Jessica Lange,academy_award
1037,1984,ACTRESS,False,Vanessa Redgrave,academy_award
1038,1984,ACTRESS,False,Sissy Spacek,academy_award
1039,1985,ACTRESS,False,Anne Bancroft,academy_award
1040,1985,ACTRESS,False,Whoopi Goldberg,academy_award
1041,1985,ACTRESS,False,Jessica Lange,academy_award
1042,1985,ACTRESS,True,Geraldine Page,academy_award
1043,1985,ACTRESS,False,Meryl Streep,academy_award
1044,1986,ACTRESS,False,Jane Fonda,academy_award
1045,1986,ACTRESS,True,Marlee Matlin,academy_award
1046,1986,ACTRESS,False,Sissy Spacek,academy_award
1047,1986,ACTRESS,False,Kathleen Turner,academy_award
1048,1986,ACTRESS,False,Sigourney Weaver,academy_award
1049,1987,ACTRESS,True,Cher,academy_award
1050,1987,ACTRESS,False,Glenn Close,academy_award
1051,1987,ACTRESS,False,Holly Hunter,academy_award
1052,1987,ACTRESS,False,Sally Kirkland,academy_award
1053,1987,ACTRESS,False,Meryl Streep,academy_award
1054,1988,ACTRESS,False,Glenn Close,academy_award
1055,1988,ACTRESS,True,Jodie Foster,academy_award
1056,1988,ACTRESS,False,Melanie Griffith,academy_award
1057,1988,ACTRESS,False,Meryl Streep,academy_award
1058,1988,ACTRESS,False,Sigourney Weaver,academy_award
1059,1989,ACTRESS,False,Isabelle Adjani,academy_award
1060,1989,ACTRESS,False,Pauline Collins,academy_award
1061,1989,ACTRESS,False,Jessica Lange,academy_award
1062,1989,ACTRESS,False,Michelle Pfeiffer,academy_award
1063,1989,ACTRESS,True,Jessica Tandy,academy_award
1064,1990,ACTRESS,True,Kathy Bates,academy_award
1065,1990,ACTRESS,False,Anjelica Huston,academy_award
1066,1990,ACTRESS,False,Julia Roberts,academy_award
1067,1990,ACTRESS,False,Meryl Streep,academy_award
1068,1990,ACTRESS,False,Joanne Woodward,academy_award
1069,1991,ACTRESS,False,Geena Davis,academy_award
1070,1991,ACTRESS,False,Laura Dern,academy_award
1071,1991,ACTRESS,True,Jodie Foster,academy_award
1072,1991,ACTRESS,False,Bette Midler,academy_award
1073,1991,ACTRESS,False,Susan Sarandon,academy_award
1074,1992,ACTRESS,False,Catherine Deneuve,academy_award
1075,1992,ACTRESS,False,Mary McDonnell,academy_award
1076,1992,ACTRESS,False,Michelle Pfeiffer,academy_award
1077,1992,ACTRESS,False,Susan Sarandon,academy_award
1078,1992,ACTRESS,True,Emma Thompson,academy_award
1079,1993,ACTRESS,False,Angela Bassett,academy_award
1080,1993,ACTRESS,False,Stockard Channing,academy_award
1081,1993,ACTRESS,True,Holly Hunter,academy_award
1082,1993,ACTRESS,False,Emma Thompson,academy_award
1083,1993,ACTRESS,False,Debra Winger,academy_award
1084,1994,ACTRESS,False,Jodie Foster,academy_award
1085,1994,ACTRESS,True,Jessica Lange,academy_award
1086,1994,ACTRESS,False,Miranda Richardson,academy_award
1087,1994,ACTRESS,False,Winona Ryder,academy_award
1088,1994,ACTRESS,False,Susan Sarandon,academy_award
1089,1995,ACTRESS,True,Susan Sarandon,academy_award
1090,1995,ACTRESS,False,Elisabeth Shue,academy_award
1091,1995,ACTRESS,False,Sharon Stone,academy_award
1092,1995,ACTRESS,False,Meryl Streep,academy_award
1093,1995,ACTRESS,False,Emma Thompson,academy_award
1094,1996,ACTRESS,False,Brenda Blethyn,academy_award
1095,1996,ACTRESS,False,Diane Keaton,academy_award
1096,1996,ACTRESS,True,Frances McDormand,academy_award
1097,1996,ACTRESS,False,Kristin Scott Thomas,academy_award
1098,1996,ACTRESS,False,Emily Watson,academy_award
1099,1997,ACTRESS,False,Helena Bonham Carter,academy_award
1100,1997,ACTRESS,False,Julie Christie,academy_award
1101,1997,ACTRESS,False,Judi Dench,academy_award
1102,1997,ACTRESS,True,Helen Hunt,academy_award
1103,1997,ACTRESS,False,Kate Winslet,academy_award
1104,1998,ACTRESS,False,Cate Blanchett,academy_award
1105,1998,ACTRESS,False,Fernanda Montenegro,academy_award
1106,1998,ACTRESS,True,Gwyneth Paltrow,academy_award
1107,1998,ACTRESS,False,Meryl Streep,academy_award
1108,1998,ACTRESS,False,Emily Watson,academy_award
1109,1999,ACTRESS,False,Annette Bening,academy_award
1110,1999,ACTRESS,False,Janet McTeer,academy_award
1111,1999,ACTRESS,False,Julianne Moore,academy_award
1112,1999,ACTRESS,False,Meryl Streep,academy_award
1113,1999,ACTRESS,True,Hilary Swank,academy_award
1114,2000,ACTRESS,False,Joan Allen,academy_award
1115,2000,ACTRESS,False,Juliette Binoche,academy_award
1116,2000,ACTRESS,False,Ellen Burstyn,academy_award
1117,2000,ACTRESS,False,Laura Linney,academy_award
1118,2000,ACTRESS,True,Julia Roberts,academy_award
1119,2001,ACTRESS,True,Halle Berry,academy_award
1120,2001,ACTRESS,False,Judi Dench,academy_award
1121,2001,ACTRESS,False,Nicole Kidman,academy_award
1122,2001,ACTRESS,False,Sissy Spacek,academy_award
1123,2001,ACTRESS,False,Renée Zellweger,academy_award
1124,2002,ACTRESS,False,Salma Hayek,academy_award
1125,2002,ACTRESS,True,Nicole Kidman,academy_award
1126,2002,ACTRESS,False,Diane Lane,academy_award
1127,2002,ACTRESS,False,Julianne Moore,academy_award
1128,2002,ACTRESS,False,Renée Zellweger,academy_award
1129,2003,ACTRESS,False,Keisha Castle-Hughes,academy_award
1130,2003,ACTRESS,False,Diane Keaton,academy_award
1131,2003,ACTRESS,False,Samantha Morton,academy_award
1132,2003,ACTRESS,True,Charlize Theron,academy_award
1133,2003,ACTRESS,False,Naomi Watts,academy_award
1134,2004,ACTRESS,False,Annette Bening,academy_award
1135,2004,ACTRESS,False,Catalina Sandino Moreno,academy_award
1136,2004,ACTRESS,False,Imelda Staunton,academy_award
1137,2004,ACTRESS,True,Hilary Swank,academy_award
1138,2004,ACTRESS,False,Kate Winslet,academy_award
1139,2005,ACTRESS,False,Judi Dench,academy_award
1140,2005,ACTRESS,False,Felicity Huffman,academy_award
1141,2005,ACTRESS,False,Keira Knightley,academy_award
1142,2005,ACTRESS,False,Charlize Theron,academy_award
1143,2005,ACTRESS,True,Reese Witherspoon,academy_award
1144,2006,ACTRESS,False,Penélope Cruz,academy_award
1145,2006,ACTRESS,False,Judi Dench,academy_award
1146,2006,ACTRESS,True,Helen Mirren,academy_award
1147,2006,ACTRESS,False,Meryl Streep,academy_award
1148,2006,ACTRESS,False,Kate Winslet,academy_award
1149,2007,ACTRESS,False,Cate Blanchett,academy_award
1150,2007,ACTRESS,False,Julie Christie,academy_award
1151,2007,ACTRESS,True,Marion Cotillard,academy_award
1152,2007,ACTRESS,False,Laura Linney,academy_award
1153,2007,ACTRESS,False,Ellen Page,academy_award
1154,2008,ACTRESS,False,Anne Hathaway,academy_award
1155,2008,ACTRESS,False,Angelina Jolie,academy_award
1156,2008,ACTRESS,False,Melissa Leo,academy_award
1157,2008,ACTRESS,False,Meryl Streep,academy_award
1158,2008,ACTRESS,True,Kate Winslet,academy_award
1159,2009,ACTRESS,True,Sandra Bullock,academy_award
1160,2009,ACTRESS,False,Helen Mirren,academy_award
1161,2009,ACTRESS,False,Carey Mulligan,academy_award
1162,2009,ACTRESS,False,Gabourey Sidibe,academy_award
1163,2009,ACTRESS,False,Meryl Streep,academy_award
1164,2010,ACTRESS,False,Annette Bening,academy_award
1165,2010,ACTRESS,False,Nicole Kidman,academy_award
1166,2010,ACTRESS,False,Jennifer Lawrence,academy_award
1167,2010,ACTRESS,True,Natalie Portman,academy_award
1168,2010,ACTRESS,False,Michelle Williams,academy_award
1169,2011,ACTRESS,False,Glenn Close,academy_award
1170,2011,ACTRESS,False,Viola Davis,academy_award
1171,2011,ACTRESS,False,Rooney Mara,academy_award
1172,2011,ACTRESS,True,Meryl Streep,academy_award
1173,2011,ACTRESS,False,Michelle Williams,academy_award
1174,2012,ACTRESS,False,Jessica Chastain,academy_award
1175,2012,ACTRESS,True,Jennifer Lawrence,academy_award
1176,2012,ACTRESS,False,Emmanuelle Riva,academy_award
1177,2012,ACTRESS,False,Quvenzhané Wallis,academy_award
1178,2012,ACTRESS,False,Naomi Watts,academy_award
1179,2013,ACTRESS,False,Amy Adams,academy_award
1180,2013,ACTRESS,True,Cate Blanchett,academy_award
1181,2013,ACTRESS,False,Sandra Bullock,academy_award
1182,2013,ACTRESS,False,Judi Dench,academy_award
1183,2013,ACTRESS,False,Meryl Streep,academy_award
1184,2014,ACTRESS,False,Marion Cotillard,academy_award
1185,2014,ACTRESS,False,Felicity Jones,academy_award
1186,2014,ACTRESS,True,Julianne Moore,academy_award
1187,2014,ACTRESS,False,Rosamund Pike,academy_award
1188,2014,ACTRESS,False,Reese Witherspoon,academy_award
1189,2015,ACTRESS,False,Cate Blanchett,academy_award
1190,2015,ACTRESS,True,Brie Larson,academy_award
1191,2015,ACTRESS,False,Jennifer Lawrence,academy_award
1192,2015,ACTRESS,False,Charlotte Rampling,academy_award
1193,2015,ACTRESS,False,Saoirse Ronan,academy_award
1194,2016,ACTRESS,False,Isabelle Huppert,academy_award
1195,2016,ACTRESS,False,Ruth Negga,academy_award
1196,2016,ACTRESS,False,Natalie Portman,academy_award
1197,2016,ACTRESS,True,Emma Stone,academy_award
1198,2016,ACTRESS,False,Meryl Streep,academy_award
1199,2017,ACTRESS,False,Sally Hawkins,academy_award
1200,2017,ACTRESS,True,Frances McDormand,academy_award
1201,2017,ACTRESS,False,Margot Robbie,academy_award
1202,2017,ACTRESS,False,Saoirse Ronan,academy_award
1203,2017,ACTRESS,False,Meryl Streep,academy_award
1204,1936,ACTOR IN A SUPPORTING ROLE,False,Mischa Auer,academy_award
1205,1936,ACTOR IN A SUPPORTING ROLE,True,Walter Brennan,academy_award
1206,1936,ACTOR IN A SUPPORTING ROLE,False,Stuart Erwin,academy_award
1207,1936,ACTOR IN A SUPPORTING ROLE,False,Basil Rathbone,academy_award
1208,1936,ACTOR IN A SUPPORTING ROLE,False,Akim Tamiroff,academy_award
1209,1937,ACTOR IN A SUPPORTING ROLE,False,Ralph Bellamy,academy_award
1210,1937,ACTOR IN A SUPPORTING ROLE,False,Thomas Mitchell,academy_award
1211,1937,ACTOR IN A SUPPORTING ROLE,True,Joseph Schildkraut,academy_award
1212,1937,ACTOR IN A SUPPORTING ROLE,False,H. B. Warner,academy_award
1213,1937,ACTOR IN A SUPPORTING ROLE,False,Roland Young,academy_award
1214,1938,ACTOR IN A SUPPORTING ROLE,True,Walter Brennan,academy_award
1215,1938,ACTOR IN A SUPPORTING ROLE,False,John Garfield,academy_award
1216,1938,ACTOR IN A SUPPORTING ROLE,False,Gene Lockhart,academy_award
1217,1938,ACTOR IN A SUPPORTING ROLE,False,Robert Morley,academy_award
1218,1938,ACTOR IN A SUPPORTING ROLE,False,Basil Rathbone,academy_award
1219,1939,ACTOR IN A SUPPORTING ROLE,False,Brian Aherne,academy_award
1220,1939,ACTOR IN A SUPPORTING ROLE,False,Harry Carey,academy_award
1221,1939,ACTOR IN A SUPPORTING ROLE,False,Brian Donlevy,academy_award
1222,1939,ACTOR IN A SUPPORTING ROLE,True,Thomas Mitchell,academy_award
1223,1939,ACTOR IN A SUPPORTING ROLE,False,Claude Rains,academy_award
1224,1940,ACTOR IN A SUPPORTING ROLE,False,Albert Basserman,academy_award
1225,1940,ACTOR IN A SUPPORTING ROLE,True,Walter Brennan,academy_award
1226,1940,ACTOR IN A SUPPORTING ROLE,False,William Gargan,academy_award
1227,1940,ACTOR IN A SUPPORTING ROLE,False,Jack Oakie,academy_award
1228,1940,ACTOR IN A SUPPORTING ROLE,False,James Stephenson,academy_award
1229,1941,ACTOR IN A SUPPORTING ROLE,False,Walter Brennan,academy_award
1230,1941,ACTOR IN A SUPPORTING ROLE,False,Charles Coburn,academy_award
1231,1941,ACTOR IN A SUPPORTING ROLE,True,Donald Crisp,academy_award
1232,1941,ACTOR IN A SUPPORTING ROLE,False,James Gleason,academy_award
1233,1941,ACTOR IN A SUPPORTING ROLE,False,Sydney Greenstreet,academy_award
1234,1942,ACTOR IN A SUPPORTING ROLE,False,William Bendix,academy_award
1235,1942,ACTOR IN A SUPPORTING ROLE,True,Van Heflin,academy_award
1236,1942,ACTOR IN A SUPPORTING ROLE,False,Walter Huston,academy_award
1237,1942,ACTOR IN A SUPPORTING ROLE,False,Frank Morgan,academy_award
1238,1942,ACTOR IN A SUPPORTING ROLE,False,Henry Travers,academy_award
1239,1943,ACTOR IN A SUPPORTING ROLE,False,Charles Bickford,academy_award
1240,1943,ACTOR IN A SUPPORTING ROLE,True,Charles Coburn,academy_award
1241,1943,ACTOR IN A SUPPORTING ROLE,False,J. Carrol Naish,academy_award
1242,1943,ACTOR IN A SUPPORTING ROLE,False,Claude Rains,academy_award
1243,1943,ACTOR IN A SUPPORTING ROLE,False,Akim Tamiroff,academy_award
1244,1944,ACTOR IN A SUPPORTING ROLE,False,Hume Cronyn,academy_award
1245,1944,ACTOR IN A SUPPORTING ROLE,True,Barry Fitzgerald,academy_award
1246,1944,ACTOR IN A SUPPORTING ROLE,False,Claude Rains,academy_award
1247,1944,ACTOR IN A SUPPORTING ROLE,False,Clifton Webb,academy_award
1248,1944,ACTOR IN A SUPPORTING ROLE,False,Monty Woolley,academy_award
1249,1945,ACTOR IN A SUPPORTING ROLE,False,Michael Chekhov,academy_award
1250,1945,ACTOR IN A SUPPORTING ROLE,False,John Dall,academy_award
1251,1945,ACTOR IN A SUPPORTING ROLE,True,James Dunn,academy_award
1252,1945,ACTOR IN A SUPPORTING ROLE,False,Robert Mitchum,academy_award
1253,1945,ACTOR IN A SUPPORTING ROLE,False,J. Carrol Naish,academy_award
1254,1946,ACTOR IN A SUPPORTING ROLE,False,Charles Coburn,academy_award
1255,1946,ACTOR IN A SUPPORTING ROLE,False,William Demarest,academy_award
1256,1946,ACTOR IN A SUPPORTING ROLE,False,Claude Rains,academy_award
1257,1946,ACTOR IN A SUPPORTING ROLE,True,Harold Russell,academy_award
1258,1946,ACTOR IN A SUPPORTING ROLE,False,Clifton Webb,academy_award
1259,1947,ACTOR IN A SUPPORTING ROLE,False,Charles Bickford,academy_award
1260,1947,ACTOR IN A SUPPORTING ROLE,False,Thomas Gomez,academy_award
1261,1947,ACTOR IN A SUPPORTING ROLE,True,Edmund Gwenn,academy_award
1262,1947,ACTOR IN A SUPPORTING ROLE,False,Robert Ryan,academy_award
1263,1947,ACTOR IN A SUPPORTING ROLE,False,Richard Widmark,academy_award
1264,1948,ACTOR IN A SUPPORTING ROLE,False,Charles Bickford,academy_award
1265,1948,ACTOR IN A SUPPORTING ROLE,False,José Ferrer,academy_award
1266,1948,ACTOR IN A SUPPORTING ROLE,False,Oscar Homolka,academy_award
1267,1948,ACTOR IN A SUPPORTING ROLE,True,Walter Huston,academy_award
1268,1948,ACTOR IN A SUPPORTING ROLE,False,Cecil Kellaway,academy_award
1269,1949,ACTOR IN A SUPPORTING ROLE,False,John Ireland,academy_award
1270,1949,ACTOR IN A SUPPORTING ROLE,True,Dean Jagger,academy_award
1271,1949,ACTOR IN A SUPPORTING ROLE,False,Arthur Kennedy,academy_award
1272,1949,ACTOR IN A SUPPORTING ROLE,False,Ralph Richardson,academy_award
1273,1949,ACTOR IN A SUPPORTING ROLE,False,James Whitmore,academy_award
1274,1950,ACTOR IN A SUPPORTING ROLE,False,Jeff Chandler,academy_award
1275,1950,ACTOR IN A SUPPORTING ROLE,False,Edmund Gwenn,academy_award
1276,1950,ACTOR IN A SUPPORTING ROLE,False,Sam Jaffe,academy_award
1277,1950,ACTOR IN A SUPPORTING ROLE,True,George Sanders,academy_award
1278,1950,ACTOR IN A SUPPORTING ROLE,False,Erich von Stroheim,academy_award
1279,1951,ACTOR IN A SUPPORTING ROLE,False,Leo Genn,academy_award
1280,1951,ACTOR IN A SUPPORTING ROLE,False,Kevin McCarthy,academy_award
1281,1951,ACTOR IN A SUPPORTING ROLE,True,Karl Malden,academy_award
1282,1951,ACTOR IN A SUPPORTING ROLE,False,Peter Ustinov,academy_award
1283,1951,ACTOR IN A SUPPORTING ROLE,False,Gig Young,academy_award
1284,1952,ACTOR IN A SUPPORTING ROLE,False,Richard Burton,academy_award
1285,1952,ACTOR IN A SUPPORTING ROLE,False,Arthur Hunnicutt,academy_award
1286,1952,ACTOR IN A SUPPORTING ROLE,False,Victor McLaglen,academy_award
1287,1952,ACTOR IN A SUPPORTING ROLE,False,Jack Palance,academy_award
1288,1952,ACTOR IN A SUPPORTING ROLE,True,Anthony Quinn,academy_award
1289,1953,ACTOR IN A SUPPORTING ROLE,False,Eddie Albert,academy_award
1290,1953,ACTOR IN A SUPPORTING ROLE,False,Brandon De Wilde,academy_award
1291,1953,ACTOR IN A SUPPORTING ROLE,False,Jack Palance,academy_award
1292,1953,ACTOR IN A SUPPORTING ROLE,True,Frank Sinatra,academy_award
1293,1953,ACTOR IN A SUPPORTING ROLE,False,Robert Strauss,academy_award
1294,1954,ACTOR IN A SUPPORTING ROLE,False,Lee J. Cobb,academy_award
1295,1954,ACTOR IN A SUPPORTING ROLE,False,Karl Malden,academy_award
1296,1954,ACTOR IN A SUPPORTING ROLE,True,Edmond O'Brien,academy_award
1297,1954,ACTOR IN A SUPPORTING ROLE,False,Rod Steiger,academy_award
1298,1954,ACTOR IN A SUPPORTING ROLE,False,Tom Tully,academy_award
1299,1955,ACTOR IN A SUPPORTING ROLE,False,Arthur Kennedy,academy_award
1300,1955,ACTOR IN A SUPPORTING ROLE,True,Jack Lemmon,academy_award
1301,1955,ACTOR IN A SUPPORTING ROLE,False,Joe Mantell,academy_award
1302,1955,ACTOR IN A SUPPORTING ROLE,False,Sal Mineo,academy_award
1303,1955,ACTOR IN A SUPPORTING ROLE,False,Arthur O'Connell,academy_award
1304,1956,ACTOR IN A SUPPORTING ROLE,False,Don Murray,academy_award
1305,1956,ACTOR IN A SUPPORTING ROLE,False,Anthony Perkins,academy_award
1306,1956,ACTOR IN A SUPPORTING ROLE,True,Anthony Quinn,academy_award
1307,1956,ACTOR IN A SUPPORTING ROLE,False,Mickey Rooney,academy_award
1308,1956,ACTOR IN A SUPPORTING ROLE,False,Robert Stack,academy_award
1309,1957,ACTOR IN A SUPPORTING ROLE,True,Red Buttons,academy_award
1310,1957,ACTOR IN A SUPPORTING ROLE,False,Vittorio De Sica,academy_award
1311,1957,ACTOR IN A SUPPORTING ROLE,False,Sessue Hayakawa,academy_award
1312,1957,ACTOR IN A SUPPORTING ROLE,False,Arthur Kennedy,academy_award
1313,1957,ACTOR IN A SUPPORTING ROLE,False,Russ Tamblyn,academy_award
1314,1958,ACTOR IN A SUPPORTING ROLE,False,Theodore Bikel,academy_award
1315,1958,ACTOR IN A SUPPORTING ROLE,False,Lee J. Cobb,academy_award
1316,1958,ACTOR IN A SUPPORTING ROLE,True,Burl Ives,academy_award
1317,1958,ACTOR IN A SUPPORTING ROLE,False,Arthur Kennedy,academy_award
1318,1958,ACTOR IN A SUPPORTING ROLE,False,Gig Young,academy_award
1319,1959,ACTOR IN A SUPPORTING ROLE,True,Hugh Griffith,academy_award
1320,1959,ACTOR IN A SUPPORTING ROLE,False,Arthur O'Connell,academy_award
1321,1959,ACTOR IN A SUPPORTING ROLE,False,George C. Scott,academy_award
1322,1959,ACTOR IN A SUPPORTING ROLE,False,Robert Vaughn,academy_award
1323,1959,ACTOR IN A SUPPORTING ROLE,False,Ed Wynn,academy_award
1324,1960,ACTOR IN A SUPPORTING ROLE,False,Peter Falk,academy_award
1325,1960,ACTOR IN A SUPPORTING ROLE,False,Jack Kruschen,academy_award
1326,1960,ACTOR IN A SUPPORTING ROLE,False,Sal Mineo,academy_award
1327,1960,ACTOR IN A SUPPORTING ROLE,True,Peter Ustinov,academy_award
1328,1960,ACTOR IN A SUPPORTING ROLE,False,Chill Wills,academy_award
1329,1961,ACTOR IN A SUPPORTING ROLE,True,George Chakiris,academy_award
1330,1961,ACTOR IN A SUPPORTING ROLE,False,Montgomery Clift,academy_award
1331,1961,ACTOR IN A SUPPORTING ROLE,False,Peter Falk,academy_award
1332,1961,ACTOR IN A SUPPORTING ROLE,False,Jackie Gleason,academy_award
1333,1961,ACTOR IN A SUPPORTING ROLE,False,George C. Scott,academy_award
1334,1962,ACTOR IN A SUPPORTING ROLE,True,Ed Begley,academy_award
1335,1962,ACTOR IN A SUPPORTING ROLE,False,Victor Buono,academy_award
1336,1962,ACTOR IN A SUPPORTING ROLE,False,Telly Savalas,academy_award
1337,1962,ACTOR IN A SUPPORTING ROLE,False,Omar Sharif,academy_award
1338,1962,ACTOR IN A SUPPORTING ROLE,False,Terence Stamp,academy_award
1339,1963,ACTOR IN A SUPPORTING ROLE,False,Nick Adams,academy_award
1340,1963,ACTOR IN A SUPPORTING ROLE,False,Bobby Darin,academy_award
1341,1963,ACTOR IN A SUPPORTING ROLE,True,Melvyn Douglas,academy_award
1342,1963,ACTOR IN A SUPPORTING ROLE,False,Hugh Griffith,academy_award
1343,1963,ACTOR IN A SUPPORTING ROLE,False,John Huston,academy_award
1344,1964,ACTOR IN A SUPPORTING ROLE,False,John Gielgud,academy_award
1345,1964,ACTOR IN A SUPPORTING ROLE,False,Stanley Holloway,academy_award
1346,1964,ACTOR IN A SUPPORTING ROLE,False,Edmond O'Brien,academy_award
1347,1964,ACTOR IN A SUPPORTING ROLE,False,Lee Tracy,academy_award
1348,1964,ACTOR IN A SUPPORTING ROLE,True,Peter Ustinov,academy_award
1349,1965,ACTOR IN A SUPPORTING ROLE,True,Martin Balsam,academy_award
1350,1965,ACTOR IN A SUPPORTING ROLE,False,Ian Bannen,academy_award
1351,1965,ACTOR IN A SUPPORTING ROLE,False,Tom Courtenay,academy_award
1352,1965,ACTOR IN A SUPPORTING ROLE,False,Michael Dunn,academy_award
1353,1965,ACTOR IN A SUPPORTING ROLE,False,Frank Finlay,academy_award
1354,1966,ACTOR IN A SUPPORTING ROLE,False,Mako,academy_award
1355,1966,ACTOR IN A SUPPORTING ROLE,False,James Mason,academy_award
1356,1966,ACTOR IN A SUPPORTING ROLE,True,Walter Matthau,academy_award
1357,1966,ACTOR IN A SUPPORTING ROLE,False,George Segal,academy_award
1358,1966,ACTOR IN A SUPPORTING ROLE,False,Robert Shaw,academy_award
1359,1967,ACTOR IN A SUPPORTING ROLE,False,John Cassavetes,academy_award
1360,1967,ACTOR IN A SUPPORTING ROLE,False,Gene Hackman,academy_award
1361,1967,ACTOR IN A SUPPORTING ROLE,False,Cecil Kellaway,academy_award
1362,1967,ACTOR IN A SUPPORTING ROLE,True,George Kennedy,academy_award
1363,1967,ACTOR IN A SUPPORTING ROLE,False,Michael J. Pollard,academy_award
1364,1968,ACTOR IN A SUPPORTING ROLE,True,Jack Albertson,academy_award
1365,1968,ACTOR IN A SUPPORTING ROLE,False,Seymour Cassel,academy_award
1366,1968,ACTOR IN A SUPPORTING ROLE,False,Daniel Massey,academy_award
1367,1968,ACTOR IN A SUPPORTING ROLE,False,Jack Wild,academy_award
1368,1968,ACTOR IN A SUPPORTING ROLE,False,Gene Wilder,academy_award
1369,1969,ACTOR IN A SUPPORTING ROLE,False,Rupert Crosse,academy_award
1370,1969,ACTOR IN A SUPPORTING ROLE,False,Elliott Gould,academy_award
1371,1969,ACTOR IN A SUPPORTING ROLE,False,Jack Nicholson,academy_award
1372,1969,ACTOR IN A SUPPORTING ROLE,False,Anthony Quayle,academy_award
1373,1969,ACTOR IN A SUPPORTING ROLE,True,Gig Young,academy_award
1374,1970,ACTOR IN A SUPPORTING ROLE,False,Richard Castellano,academy_award
1375,1970,ACTOR IN A SUPPORTING ROLE,False,Chief Dan George,academy_award
1376,1970,ACTOR IN A SUPPORTING ROLE,False,Gene Hackman,academy_award
1377,1970,ACTOR IN A SUPPORTING ROLE,False,John Marley,academy_award
1378,1970,ACTOR IN A SUPPORTING ROLE,True,John Mills,academy_award
1379,1971,ACTOR IN A SUPPORTING ROLE,False,Jeff Bridges,academy_award
1380,1971,ACTOR IN A SUPPORTING ROLE,False,Leonard Frey,academy_award
1381,1971,ACTOR IN A SUPPORTING ROLE,False,Richard Jaeckel,academy_award
1382,1971,ACTOR IN A SUPPORTING ROLE,True,Ben Johnson,academy_award
1383,1971,ACTOR IN A SUPPORTING ROLE,False,Roy Scheider,academy_award
1384,1972,ACTOR IN A SUPPORTING ROLE,False,Eddie Albert,academy_award
1385,1972,ACTOR IN A SUPPORTING ROLE,False,James Caan,academy_award
1386,1972,ACTOR IN A SUPPORTING ROLE,False,Robert Duvall,academy_award
1387,1972,ACTOR IN A SUPPORTING ROLE,True,Joel Grey,academy_award
1388,1972,ACTOR IN A SUPPORTING ROLE,False,Al Pacino,academy_award
1389,1973,ACTOR IN A SUPPORTING ROLE,False,Vincent Gardenia,academy_award
1390,1973,ACTOR IN A SUPPORTING ROLE,False,Jack Gilford,academy_award
1391,1973,ACTOR IN A SUPPORTING ROLE,True,John Houseman,academy_award
1392,1973,ACTOR IN A SUPPORTING ROLE,False,Jason Miller,academy_award
1393,1973,ACTOR IN A SUPPORTING ROLE,False,Randy Quaid,academy_award
1394,1974,ACTOR IN A SUPPORTING ROLE,False,Fred Astaire,academy_award
1395,1974,ACTOR IN A SUPPORTING ROLE,False,Jeff Bridges,academy_award
1396,1974,ACTOR IN A SUPPORTING ROLE,True,Robert De Niro,academy_award
1397,1974,ACTOR IN A SUPPORTING ROLE,False,Michael V. Gazzo,academy_award
1398,1974,ACTOR IN A SUPPORTING ROLE,False,Lee Strasberg,academy_award
1399,1975,ACTOR IN A SUPPORTING ROLE,True,George Burns,academy_award
1400,1975,ACTOR IN A SUPPORTING ROLE,False,Brad Dourif,academy_award
1401,1975,ACTOR IN A SUPPORTING ROLE,False,Burgess Meredith,academy_award
1402,1975,ACTOR IN A SUPPORTING ROLE,False,Chris Sarandon,academy_award
1403,1975,ACTOR IN A SUPPORTING ROLE,False,Jack Warden,academy_award
1404,1976,ACTOR IN A SUPPORTING ROLE,False,Ned Beatty,academy_award
1405,1976,ACTOR IN A SUPPORTING ROLE,False,Burgess Meredith,academy_award
1406,1976,ACTOR IN A SUPPORTING ROLE,False,Laurence Olivier,academy_award
1407,1976,ACTOR IN A SUPPORTING ROLE,True,Jason Robards,academy_award
1408,1976,ACTOR IN A SUPPORTING ROLE,False,Burt Young,academy_award
1409,1977,ACTOR IN A SUPPORTING ROLE,False,Mikhail Baryshnikov,academy_award
1410,1977,ACTOR IN A SUPPORTING ROLE,False,Peter Firth,academy_award
1411,1977,ACTOR IN A SUPPORTING ROLE,False,Alec Guinness,academy_award
1412,1977,ACTOR IN A SUPPORTING ROLE,True,Jason Robards,academy_award
